domain,subdomain,source_id,source_doc,source_lang,target_lang,direction,source_text,target_text,sentence_type,sentence_type_fine
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0004914,Fijian-English_Dictionary.txt,fj,en,fj->en,qacoya,"v. to apply oneself diligently, dedicated, heavily committed, intent.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0005755,Fijian-English_Dictionary.txt,fj,en,fj->en,sausau,"n. physical limit or border of almost any kind, garden, compound, path.",short,statement
bible,genesis,bible|genesis|036|024,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"sai ira oqo na luvei sibione, o rau o aja kei anae. o anae oqo sa kunea na wai ena vanua liwa, ni a lako voli kina ka vakania tiko na asa nei tamana o sibione.","and these are the children of zibeon; both ajah, and anah: this was that anah that found the mules in the wilderness, as he fed the asses of zibeon his father.",long,statement
legal,constitution,constitution|90(2),constitution - itaukei.txt,fj,en,fj->en,na rabailevu ni veiqaravi ni mataveilewai e ra e virikotori vakalawa. mataveilewai lalai tale e so,the magistrates court has such jurisdiction as conferred by a written law. other courts,medium,legal_clause
definition,definition,definition|000623,definition.xlsx::Sheet1,fj,en,fj->en,tata lailai,father's younger brother,short,headword
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0008707,Fijian-English_Dictionary.txt,fj,en,fj->en,yali,"it's not here, it's lost, gone. sa yali makawa. it (or he/she) has been gone, missing, a long time. syn. (west) reva . (rewa) leca.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0005462,Fijian-English_Dictionary.txt,fj,en,fj->en,rosi ni bogi,"(anglicism) n. edible fish , malabar blood snapper, lutj anus malabaricus, to meters. syn.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0008779,Fijian-English_Dictionary.txt,fj,en,fj->en,na isevusevu,root presented to host by a visitor to his host as a way of formal introduction.,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0002976,Fijian-English_Dictionary.txt,fj,en,fj->en,the more,appropriate cakava. it is somewhat archaic. in modern fijian of the lower classes kitaka can imply sexual intercourse.,short,statement
definition,definition,definition|000390,definition.xlsx::Sheet1,en,fj,en->fj,eye,mata,short,headword
definition,definition,definition|000458,definition.xlsx::Sheet1,fj,en,fj->en,nei,father's sister,short,headword
idiom,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,fj,en,fj->en,lauti koya na sui ni kena,[Literal Translation:The fish-bone from his own food pierced him] [Meaning:that he got caught in his own trap.],short,idiom_literal
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0002784,Fijian-English_Dictionary.txt,fj,en,fj->en,kavu,"v. to be blown about by wind, as sand (nuku) might be, or dust (kuvu). kavukavu adj . dry (skin, as on face, from exposure; throat, as when suffering from a cold). kavu n. edible fish, a rock cod, grouper, sea bass, j ew fish, promicrops lanceolatus. that can grow large, to , pounds and a length of feet according to rob wright. more commonly , large ones might weigh lbs and extend to seven feet in length. kavu now mainly classified as a couple of species of genus epinephelus. see kasala. kavuru v., adj ., n. to crumble, crunchy, crunched, crumbs, broken into pieces, crushed, from vuru, vuruka. by ext., kavuru n. butt, stub of a cigarette. ka ni kavuru ash-tray. see kavoro. idiom: kere kavuru beg for crumb s, beg for food, but more commonly, to cadge a cigarette.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007220,Fijian-English_Dictionary.txt,fj,en,fj->en,toro,"n. pig pen. some fijians keep a pig pen near their house where it is convenient to feed them and supply water, though it may not be very sanitary. toro, toroya . v. to move, shift. toro sobu to decline, decrease, often in a critical sense, as in sa",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0008454,Fijian-English_Dictionary.txt,fj,en,fj->en,warm,"in cold weather, as a base for body massage, and scented, to make the body look and smell",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0004399,Fijian-English_Dictionary.txt,fj,en,fj->en,misimisi,". n. plant commonly growing in coastal swampy areas, leaves used as sturdy, durable thatch material. the material is hard to handle due to strips of tiny thorns on the edges of the long leaves. hypolytrum nemorum, cyperaceae.",short,statement
definition,definition,definition|000069,definition.xlsx::Sheet1,fj,en,fj->en,cakacaka,work,short,headword
definition,definition,definition|000362,definition.xlsx::Sheet1,fj,en,fj->en,madua,bashful,short,headword
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007057,Fijian-English_Dictionary.txt,fj,en,fj->en,tiko,". v. to be (but only used where necessary, much less often than in english , and only used in specific contexts). tiko lo! be quiet, shut up ! (to a child). e tiko eso na suka ? is there any sugar? io, e tiko. yes, there is some. tiko, tikora . v. to reside, to stay, to be (at some place). e tiko mai suva. he/she is in suva, stays in suva. itikotiko n. residence. syn. (west) no.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0004117,Fijian-English_Dictionary.txt,fj,en,fj->en,mata-dra,"n. shrub six to eight feet tall, leaves that have a white underside are used as tea. leukosyke corymbulosa, urticaceae. syn. dra ni gata.",short,statement
legal,constitution,constitution|150(14)(c),constitution - eng.txt,en,fj,en->fj,to promote price stability;,vakatetea na dei ni isau;,short,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003845,Fijian-English_Dictionary.txt,fj,en,fj->en,woman,"when in fact she is middle-aged. this may be said jokingly, or may be serious and unkind. lit. old hen (not a young chick !). in referring to people as old one would use the adjective or noun qase.",short,statement
bible,genesis,bible|genesis|022|019,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"sa lesu tale o eparaama vei rau na nona cauravou, e rau sa tucake, ka ratou sa lesu vata ki periesepa; ka sa tiko mai periesepa o eparaama.","so abraham returned unto his young men, and they rose up and went together to beersheba; and abraham dwelt at beersheba.",long,statement
medical,covid_general,medical|covid_general|08f7a4387eed,ocr_txt_bundle::covid_general,fj,en,fj->en,Ira era tauvi dau cegu oca me ra vakaraica vakavinaka na nodrau ivakatakilakila ni COVID-19.,People with asthma should monitor their symptoms closely during COVID-19.,medium,symptom
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0002258,Fijian-English_Dictionary.txt,fj,en,fj->en,jiune,(eng.) june. syn. june.,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003674,Fijian-English_Dictionary.txt,fj,en,fj->en,loma,prefix to a multitude number of words that indicate one’s state of mind or personality . a prefix with,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003450,Fijian-English_Dictionary.txt,fj,en,fj->en,an extensive,"system of collecting tribute. its decline came before the arrival of europeans in the early s. around vanua levu island, laucala was ultimately over-shadowed by verata and by supertribe a i sokula, an off-shoot of verata that came to dominate cakaudrove.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003458,Fijian-English_Dictionary.txt,fj,en,fj->en,lavaka,"v. to exact or impose a requirement (usually something to be given). also to suggest, or put forward an idea. lave, laveta v. to raise, raise something up (not used for nets, fishing lines). lave liga raise the hand (as in school, or in voting by a show of hands). it is a modernism, an anglicism, to use the word for raising the hand, though the expression is now in common use. in traditional fiji, raising the hand would be an impolite, possibly even a threatening gesture. idiom: laveta na vosa ni turaga to carry out instructions of the chief. idiom: lave na rara the visiting team has won, lit. lifted up the playing field, an anglicism. idiom: laveliga surrender, obviously an anglicism, from raising the hands, as one surrenders by european custom. fijians would soro. idiom: (vulgar) lavesaga n., adj . prostitute, lit. raising the thighs saga, but may also apply to a woman giving birth. ivei o mere? sa baci lavesaga tu i suva. where is mere? she is a prostitute in suva. idiom: lave maca drink excessively (alcohol). maca dry.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006151,Fijian-English_Dictionary.txt,fj,en,fj->en,soqona,". v. to sum up, to summarise. na isoqoni the total. soqoni n., adj . assembly. assembled.",short,statement
definition,definition,definition|000786,definition.xlsx::Sheet1,fj,en,fj->en,vodo,board (v),short,headword
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0000026,Fijian-English_Dictionary.txt,fj,en,fj->en,fijian,"b. this letter b does not exist in the local language of drekeniwai, near nasavusavu, vanua levu island.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001900,Fijian-English_Dictionary.txt,fj,en,fj->en,eda,we (many). eda kila ni da cala . we (many) know that we are wrong.,short,statement
bible,genesis,bible|genesis|027|023,bible_genesis_verse__fj2en.csv,fj,en,fj->en,sa sega ni kilai koya baleta ni sa vutivutia na ligana me vaka na ligai iso. sa qai vosa vakalouvinakataki koya.,"and he discerned him not, because his hands were hairy, as his brother esau's hands: so he blessed him.",medium,statement
legal,constitution,constitution|8(6),constitution - itaukei.txt,fj,en,fj->en,"vakavo ke vakarautaki ena yavunivakavulewa qo, na matabose e tu tale ga vua na kaukauwa me vaka e virikotori ena dikiri ni matabose ni dodonu ni tamata yadua se na so tale na lawa tabaki.","a law, or anything done under the authority of a law, is not inconsistent with the rights granted by this section to the extent that the law—",long,legal_clause
legal,constitution,constitution|155(2),constitution - eng.txt,en,fj,en->fj,"notwithstanding anything contained in this constitution, the limitation of liability for prescribed political events decree shall, in its entirety, continue in existence and shall not be reviewed, amended, altered, repealed or revoked by parliament. further immunity","veitalia na veika e vakarautaki ena yavunivakavulewa qo, na dikiri ni yalani ni veika e lavaki me qaravi kina na veika vakapolitiki , ena vakabau taucoko ka na tomani tiko ga, ka na sega ni rawa ni raicalesu, veisautaka, vukica, vakadaroya se bokoca na palimedi. veivagalalataki tale e so",long,obligation
bible,genesis,bible|genesis|008|017,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"""me ra lako tani mai vata kei iko na veika bula kece sa vakalewe, na manumanu vuka, na bulumakau kei na veika kece sa qasi voli e delai vuravura, me ra mai vakalewelevutaki ira e vuravura, me ra mai yaga vakalevu ka tubu talega me levu. ""","bring forth with thee every living thing that is with thee, of all flesh, both of fowl, and of cattle, and of every creeping thing that creepeth upon the earth; that they may breed abundantly in the earth, and be fruitful, and multiply upon the earth.",long,statement
medical,dementia_support,medical|dementia_support|d53bfa7b80f9,ocr_txt_bundle::dementia_support,en,fj,en->fj,Dementia describes symptoms caused by changes in how the brain works.,Dementia e vakamacalataka na ivakatakilakila ena veisau e yaco ena ivakarau ni cakacaka ni mona.,medium,symptom
definition,definition,definition|000533,definition.xlsx::Sheet1,fj,en,fj->en,ravi-ta,against (lean against),short,headword
bible,genesis,bible|genesis|047|003,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"sa tarogi iratou na tacina o fero, ""na cava na nomudou cakacaka? "" e ratou sauma vei fero, ""o ira na nomuni tamata sa dau vakatawa sipi, o keimami kei ira talega na neimami qase. ""","and pharaoh said unto his brethren, what is your occupation? and they said unto pharaoh, thy servants are shepherds, both we, and also our fathers.",long,statement
legal,constitution,constitution|68,constitution - itaukei.txt,fj,en,fj->en,iwiliwili vakabau,quorum,short,legal_clause
bible,genesis,bible|genesis|036|015,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"these were dukes of the sons of esau: the sons of eliphaz the firstborn son of esau; duke teman, duke omar, duke zepho, duke kenaz,","sai ira oqo na vei turaga vei ira na luvei iso. o ira na luvei elifasi na ulumatua nei iso, o temami na turaga, o oma na turaga, o sefo na turaga, o kenasi na turaga,",long,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003464,Fijian-English_Dictionary.txt,fj,en,fj->en,veibiu,"n. maintenance money from a divorced husband to his former wife. ilavo musuki n. money deducted from wages for income tax, agreed-upon contributions, or other extractions.",short,statement
legal,constitution,constitution|152,constitution - eng.txt,en,fj,en->fj,functions of auditor-general,itavi ni daunifika levu,short,legal_clause
