seg_id,domain,sentence_type,direction,source,reference,system_masked,system_true,hypothesis,error_present,error_types,severity,rationale,annotator
SEG000248,legal,,en->fj,"provides for the extradition, on the order of the high court, of a person from fiji;","vakasavi e dua na tamata e viti, ena vakatulewa ni mataveilewai e cake;",S01,gemini,"e tuvana na vakalesu mai ni dua na tamata mai Viti, ena vakatulewa ni Mataveilewai Cokonaki;",,,,,annotator_B
SEG000373,medical,,en->fj,Isolate household contacts.,Vakatikitiki na lewe ni matavuvale era dau veikilitaki voleka.,S01,gemini,Vakatikitika o ira na veitaratara ni vuvale.,,,,,annotator_B
SEG000101,conversational,,fj->en,na yacai tinaqu o mere.,my mother’s name is mere.,S04,google_translate,and my mother's name was mere.,,,,,annotator_B
SEG000111,conversational,,fj->en,qo o maciu.,this is maciu.,S01,gemini,This is Maciu.,,,,,annotator_B
SEG000371,medical,,en->fj,"Treatable conditions can cause memory lapses, confusion, and forgetfulness.","Na veika e rawa ni qaravi e rawa ni vakavuna na sega ni nanuma, veilecayaki kei na guiguileca.",S02,microsoft_translate,"Na ituvaki e rawa ni wali e rawa ni vakavuna na leqa ni vakasama, veilecayaki, kei na guiguilecava.",,,,,annotator_B
SEG000197,definition,,fj->en,tau.tau.vata,even,S04,google_translate,same,,,,,annotator_B
SEG000246,legal,,en->fj,the attorney-general who is to be its chairperson; and,na vunilawa ka kena jemeni; kei na,S01,gemini,Na Vunilewa Levu ka na kena i-liuliu; kei,,,,,annotator_B
SEG000045,conversational,,en->fj,his name is raju.,e yacana o raju.,S02,microsoft_translate,Na yacana o Raju.,,,,,annotator_B
SEG000316,legal,,fj->en,"e dua na tamata, se matabose, se tabacakacaka e digitaka e dua na vakailesilesi ni valenivolavola ni lewenivanua (sega ni okati na valenivolavola e virokotori ena wase ) me kua ni digitaka e dua e sega ni lewenivanua e viti, vakavo kevaka sa vakadonuya na paraiminisita. ----------------------- page ----------------------- matabose ni cakacaka vakamatanitu .—() na matabose ni cakacaka vakamatanitu e tauyavutaki ena dikiri ni veiqaravi vakamatanitu , me na tomani tiko ga.",a person or authority exercising power to appoint a person to a public office (other than an office for which chapter makes provision) must not appoint a person who is not a citizen except with the approval of the prime minister. public service commission .—() the public service commission established under the state services decree continues in existence. ----------------------- page -----------------------,S01,gemini,"A person, board, or department that appoints an officer of the Citizenship Office (not including an office located in a division) must not appoint someone who is not a citizen of Fiji, unless the Prime Minister approves. ----------------------- page ----------------------- Public Service Commission. —() The Public Service Commission established by the Public Service Decree shall continue.",,,,,annotator_B
SEG000195,definition,,fj->en,vonu,turtle,S01,gemini,turtle,,,,,annotator_B
SEG000304,legal,,fj->en,"e dua na lawa e yalana na dodonu kei na galala e vakamacalataki ena wase qo, e sega ni kena ibalebale ni sega na kena kaukauwa ni sa veicalati kei na iyalayala e dusimaka na wase qo, kevaka e rawa ni vakaukauwataki na yalani ni kena vakamacalataki, me kua kina ni sivia na iyalayala e dusimaka na wase qo. ena tikina oya, e dodonu me vakaukauwataki na yalani ni kena ivakamacala.","a law that limits a right or freedom set out in this chapter is not invalid solely because the law exceeds the limits imposed by this chapter if the law is reasonably capable of a more restricted interpretation that does not exceed those limits, and in that case, the law must be construed in accordance with the more restricted interpretation.",S01,gemini,"A law that limits the rights and freedoms described in this chapter does not mean it is without force when it conflicts with the limitations specified in this chapter. If the described limitation can be enforced, so that it does not exceed the limitations specified in this chapter, then in that regard, the limitation of its definition must be enforced.",,,,,annotator_B
SEG000359,medical,,en->fj,Problems with language.,Na leqa ena vosa.,S01,gemini,Na leqa ni vosa.,,,,,annotator_B
SEG000012,bible,,en->fj,"and they took their cattle, and their goods, which they had gotten in the land of canaan, and came into egypt, jacob, and all his seed with him:","era sa kauta na nodra manumanu kei na nodra i yaya, era sa rawata ena vanua o kenani, ka lako sobu ki ijipita, o jekope kei ira kecega na nona kawa.",S04,google_translate,"a ra sa kauta na nodra manumanu, kei na nodra i yau era sa rawata mai na vanua ko Kenani, a ra sa lako ki Ijipita, ko Jekope kei ira kecega na nona kawa.",,,,,annotator_B
SEG000278,legal,,en->fj,"the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit; ----------------------- page -----------------------","ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;",S04,google_translate,"na veivakadonui e gadrevi me baleta na veilesi kei na iwalewale me muri me baleta na veilesi, ka dodonu me dua na iwalewale ni digidigi e dolavi, matata ka veisisivi ka yavutaki ena kena rawati; draunipepa",,,,,annotator_B
SEG000331,legal,,fj->en,"ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;","the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit; ----------------------- page -----------------------",S02,microsoft_translate,"the level of education required and the criteria to be followed for hiring, which should be open, simplistic, transparent, and competitive, but selection should be based on merit;",,,,,annotator_B
SEG000115,conversational,,fj->en,vakabira na shutters na katubaleka.,put shutters on the windows.,S01,gemini,Put the shutters on the window.,,,,,annotator_B
SEG000144,definition,,en->fj,below,i ra,S01,gemini,e ra,,,,,annotator_B
SEG000105,conversational,,fj->en,"e tiko tale ga na valelailai/valepo, paipo kei na valenisili e koronivuli.","we also have toilets, taps and bathrooms at school.",S01,gemini,"There are also toilets/outhouses, pipes, and a shower room at the school.",,,,,annotator_B
SEG000276,legal,,en->fj,"except if corrupt practice is alleged, must be brought within days of the declarations of the poll.","vakavo ke vakasamataki ni oka kina na cakacaka vakabutobuto, na kudru me na kau cake ena loma ni na siga mai na kena kacivaki na macala ni veidigidigi.",S03,chatgpt,"kevea ni saumi ni caka, e dodonu me kauti mai ena siga ni ivakarau ni votu.",,,,,annotator_B
SEG000111,conversational,,fj->en,qo o maciu.,this is maciu.,S03,chatgpt,I am a child.,,,,,annotator_B
SEG000054,conversational,,en->fj,what are you doing on saturday?,na cava o cakava e na siga vakarauwai?,S02,microsoft_translate,Na cava o cakava tiko ena Vakarauwai?,,,,,annotator_B
SEG000434,medical,,fj->en,Vakasavasavataka wasoma na vanua e dau tara vakalewelevu.,Disinfect surfaces regularly.,S02,microsoft_translate,Regularly sanitize high-touch areas.,,,,,annotator_B
SEG000343,legal,,fj->en,"vakavo ke yalani ena tikina qo, na dabe ni palimedi ena vakayacori ga ena gauna kei na vanua e sa lewa na palimedi ena lewa kei na ivakaro e dodonu me salamuria. iwiliwili vakabau .—() ena sega ni rawa ni tekivu se tomani e dua na dabe ni palimedi, vakavo ke sa tiko e dua na ikatolu ni lewenibose.","subject to this section, the sittings of parliament are held at such times and places as parliament determines in accordance with its rules and orders. quorum .—() a sitting of parliament may not begin, or continue, unless at least one- third of the members of parliament are present.",S03,chatgpt,"If a meeting is held in this area, the decision of the committee must be conducted in accordance with the time and place determined by the committee based on the necessary requirements. The number of members. —() it cannot begin or proceed with a committee meeting if there is a third of the members present.",,,,,annotator_B
SEG000070,conversational,,en->fj,warm clothes are worn during cold weather.,e dau daramaki na isulu katakata e na gauna ni batabata.,S04,google_translate,isulu katakata e dau daramaki ena gauna ni batabata.,,,,,annotator_B
SEG000184,definition,,fj->en,buka,fire,S02,microsoft_translate,fire,,,,,annotator_B
SEG000174,definition,,fj->en,"kato, taga, beki",bag,S02,microsoft_translate,"bags, bags, bags",,,,,annotator_B
SEG000428,medical,,fj->en,Kakua ni vakayagataka na tolili ni lewenivanua se na taxi.,Do not use public transport or taxis.,S03,chatgpt,You can use public transport or a taxi.,,,,,annotator_B
SEG000005,bible,,en->fj,"and isaac answered and said unto esau, behold, i have made him thy lord, and all his brethren have i given to him for servants; and with corn and wine have i sustained him: and what shall i do now unto thee, my son?","sa sauma mai o aisake ka tukuna vei iso, ""raica, au sa cakava me nomu turaga o koya, o ira kece na tacina, me ra nona i talai, na sila kei na waini me maroroi koya “na cava tale me'u cakava vei iko na luvequ? """,S01,gemini,"A sa vosa ko Aisake vei Iso ka kaya, Raica, au sa lesia koya me nomu turaga, ka'u sa solia na wekana kecega vua me nona tamata; ka'u sa vakani koya ena sila kei na waini: ia na luvequ, a cava beka me'u cakava vei kemuni e na gauna oqo?",,,,,annotator_B
SEG000007,bible,,en->fj,"and joseph said unto pharaoh, the dream of pharaoh is one: god hath shewed pharaoh what he is about to do.","sa tukuna o joseva vei fero, ""sa dua ga na tadra nei fero, na kalou sa vakaraitaka vei fero na veika sa vakarau me cakava:",S01,gemini,"Kei na kaya ko Josefa vei Fero, sa dua ga na tadra nei Fero: sa vakaraitaka na Kalou vei Fero na ka sa vakarau ni cakava.",,,,,annotator_B
SEG000219,idiom,,fj->en,Sa dre ko Malolo,"[Literal Translation:Malolo is pulling or The sun is setting. (Malolo Island is in the west of Vitilevu Island, off the coast of Nadi).] [Meaning: It may mean that something is coming to an end. It can also mean that time is being wasted in idleness]",S01,gemini,Malolo sank,,,,,annotator_B
SEG000093,conversational,,fj->en,e vica na kena isau?,how much is the cost?,S04,google_translate,how much does it cost?,,,,,annotator_B
SEG000181,definition,,fj->en,rua,two,S04,google_translate,two,,,,,annotator_B
SEG000397,medical,,en->fj,"If you have heart disease and COVID-19 symptoms, visit a screening clinic immediately.","Kevaka o tauvi mate ni uto ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic.",S02,microsoft_translate,"Ke tauvi iko na mate ni uto kei na ivakatakilakila ni COVID-19, gole vakatotolo ki na valenibula ni dikevi.",,,,,annotator_B
SEG000287,legal,,en->fj,a written law shall make provision for the exercise by a member of the public of the right to access official information and documents held by the government and its agencies. ----------------------- page ----------------------- auditor-general .—() the office of the auditor-general established under the state services decree continues in existence.,"na lawa tabaki e dodonu me vakamatatataka na nodra dodonu na lewenivanua mera kila, taura na itukutuku kei na ivola ni itukutuku e tiko ena veivalenivolavola vakamatanitu kei na kena veitabana. daunifika levu .—() na valenivolavola ni daunifika levu e tauyavutaki ena dikiri ni veiqaravi vakamatanitu , me na tomani tiko ga.",S03,chatgpt,e dua na lawa e rawa ni vakarautaki tiko na kena bulia e dua na yaca ni tamata ni tawale me baleta na nodra veisiko ki na i tuvatuva kei na ivola e tu e na matanitu kei na nona i tovo ni veika. ----------------------- page ----------------------- na dauvakadidike. —() na bure ni dauvakadidike e vakatulewataki ena vuku ni ivolanikau ni matanitu e tu ga tiko.,,,,,annotator_B
SEG000095,conversational,,fj->en,na vuata cava o dau taleitaka?,what is your favourite fruit?,S02,microsoft_translate,What fruit do you like?,,,,,annotator_B
SEG000244,legal,,en->fj,a power to make appointments on the promotion or transfer to the office; and,kaukauwa ni veidigitaki me tosocake na itutu se lesi ena valenivolavola; kei na,S02,microsoft_translate,e dua na kaukauwa me caka na ilesilesi ena torocake se tokitaki ki na itutu; kei na,,,,,annotator_B
SEG000161,definition,,fj->en,"yalo vinaka, beka, mada",please,S04,google_translate,"good heart, maybe, please",,,,,annotator_B
SEG000345,legal,,fj->en,"na minista ni ilavo e dodonu me biuta e dua na ripote i na palimedi ena loma ni na siga ni ciqomi oti na ripote, ia kevaka e sega ni dabe tiko na palimedi, me qai biu na ripote ena imatai ni siga ni sa oti kina e na siga mai na siga e ciqoma kina na ripote. ----------------------- page ----------------------- baqe ni maroroi ilavo e viti .—() na baqe ni maroroi ilavo e viti e baqe levu ni matanitu ka nona itavi me—","within days of receipt, or if parliament is not sitting, on the first day after the end of that period, the minister responsible for finance must lay the report before parliament. ----------------------- page ----------------------- reserve bank of fiji .—() the reserve bank of fiji is the central bank of the state, whose primary objects are—",S02,microsoft_translate,"The Minister of Finance must submit a report to Parliament within one day after receipt of the report, but if the Prime Minister is not sitting, the report must be tabled on the first day after the date of receipt of the report. ----------------------- Page ----------------------- savings bank of Fiji.—() The savings bank of Fiji is the principal national bank whose duty is—",,,,,annotator_B
SEG000379,medical,,en->fj,Self-isolation helps prevent the spread of COVID-19 to others.,Na tiko vakatikitiki e vale e tarova na kena vakatetei na COVID-19 vei ira na tani.,S04,google_translate,Na tiko vakatikitiki e vukea na kena tarovi na kena dewa na COVID-19 vei ira na tani.,,,,,annotator_B
SEG000389,medical,,en->fj,Stop isolating if you have completed 14 days and had no symptoms for at least 3 days.,Cava na tiko vakatikitiki kevaka sa oti na 14 na siga ka sega ni laurai e dua na ivakatakilakila me 3 na siga sa sivi.,S02,microsoft_translate,Muduka na nomu tiko vakatikitiki kevaka o sa oti e 14 na siga ka sega ni dua na kena ivakatakilakila me 3 na siga.,,,,,annotator_B
SEG000087,conversational,,fj->en,e tiko na toa vavi?,is there roast chicken?,S02,microsoft_translate,Have fried chicken?,,,,,annotator_B
SEG000275,legal,,en->fj,"a determination by the court of disputed returns under this section is final and not subject to any appeal. sessions of parliament .—() after a general election of members of parliament, the parliament shall be summoned to meet by the president no later than days after the announcement of the results of the general election.","na lewa e sa tauca na mataveilewai ni kudru ni veidigidigi ena tikina qo me na tudei ka na sega ni rawa me dua tale na mataveilewai me railesuva. bose ni palimedi .—() ni sa oti na veidigidigi raraba ni lewenipalimedi, na peresitedi ena samanitaka na dabe ni palimedi, ia na gauna e dabe kina me kua ni lailai mai na na siga ni oti na kena vakarogotaki na macala ni veidigidigi.",S02,microsoft_translate,"Na vakatulewa mai na mataveilewai me baleta na vakalesui mai ena ruku ni wase oqo e sa vakaotia ka sega ni rawa ni kerei. Soqoni ni Palimedi .—() Ni oti na nodra digidigi raraba na lewe ni Palimedi, me na kacivi na Palimedi me bose mai vua na Peresitedi ni oti e vica na siga mai na kena kacivaki na macala ni veidigidigi raraba.",,,,,annotator_B
SEG000435,medical,,fj->en,Savata wasoma na ligamu.,Wash your hands often.,S04,google_translate,Wash your hands regularly.,,,,,annotator_B
SEG000303,legal,,en->fj,right to equality and freedom from discrimination,dodonu ni tamata me qaravi vakatautauvata ena mata ni lawa kei na galala mai na veivakaduiduitaki,S03,chatgpt,siga ki na veivukivuki kei na taucoko mai na veivakacacani,,,,,annotator_B
SEG000384,medical,,en->fj,Mild symptoms do not always require testing.,Na ivakatakilakila lailai e sega ni dau gadreva na veivakatovotovo.,S03,chatgpt,E na neivei ni dede na symptom e sega ni dodonu me masuta.,,,,,annotator_B
SEG000231,idiom,,fj->en,tagitagica na yaloka ni mata ni vonu,"[Literal Translation:to cry for/like the eyes of a turtle. (When caught and beached the turtles eyes exude tears, appearing to cry. Those tears are in vain.)] [Meaning:This applies to someone who yearns for what is impossible.]",S01,gemini,The colorful tortoiseshell egg.,,,,,annotator_B
SEG000352,medical,,en->fj,Resources are available online.,E tu ena initaneti na itukutuku kei na veitokoni.,S01,gemini,Na veivuke e tu ena initaneti.,,,,,annotator_B
SEG000117,conversational,,fj->en,na yacai tamaqu o salesh.,my father’s name is salesh.,S01,gemini,My father's name is Salesh.,,,,,annotator_B
SEG000420,medical,,fj->en,Na itukutuku oqori e rawa ni sauma e vuqa na taro e tiko vei iko.,These resources can answer many questions you may have.,S03,chatgpt,This situation can answer many of the questions you have.,,,,,annotator_B
SEG000115,conversational,,fj->en,vakabira na shutters na katubaleka.,put shutters on the windows.,S02,microsoft_translate,shutters installed the windows.,,,,,annotator_B
SEG000373,medical,,en->fj,Isolate household contacts.,Vakatikitiki na lewe ni matavuvale era dau veikilitaki voleka.,S04,google_translate,Vakatikitikitaki ira na veitaratara e vale.,,,,,annotator_B
SEG000185,definition,,fj->en,toa,chicken,S03,chatgpt,toilet,,,,,annotator_B
SEG000151,definition,,en->fj,genuine,dina,S01,gemini,dina,,,,,annotator_B
SEG000238,idiom,,fj->en,waiwai dilo,[Literal Translation:dilo oil. (The dilo tree has nuts that is used for oil for body massage.)] [Meaning:to sweet-talk someone to get what is wanted.],S01,gemini,dilo oil,,,,,annotator_B
SEG000341,legal,,fj->en,"me kua na lomatarotaro, o ira na lewena na matabose ni valenivolavola ni ni sa oti na isevu ni dabe ni imatai ni palimedi ena yavunivakavulewa qo, kei na matabose ni valenivolavola ni yavunivakavulewa e sega ni dodonu mera bose me yacova ni sa vakayacori oti na isevu ni dabe ni imatai ni palimedi ena yavunivakavulewa qo.","for the avoidance of doubt, the members of the constitutional offices commission referred to in section ()(d) and (e) shall only be appointed after the first sitting of the first parliament elected under this constitution, and the constitution offices commission shall not hold any meeting until after the first sitting of the first parliament elected under this constitution.",S02,microsoft_translate,"For the avoidance of doubt, members of the Council of the First Prime Minister after the first sitting of these values, and the Council of the Values Office should not meet until after the first sitting of the First Prime Minister in these values.",,,,,annotator_B
SEG000033,bible,,fj->en,"ni sa taukena na qele ni manumanu, na qele ni bulumakau, ka sa levu sara na nona dauveiqaravi. era sa vuvutaki koya na kai filisitia.","for he had possession of flocks, and possession of herds, and great store of servants: and the philistines envied him.",S02,microsoft_translate,"for he possessed flocks, herds, and had many servants. And the Philistines envied him.",,,,,annotator_B
SEG000311,legal,,fj->en,valenivolavola ni paraiminisita,office of the prime minister,S03,chatgpt,The value of the prime minister,,,,,annotator_B
SEG000280,legal,,en->fj,the provision of this section shall be without prejudice to any power conferred by or under this constitution to make provision for the abolition of offices or for the removal from office of persons holding or acting in any office. ----------------------- page -----------------------,na tikina qo e sega ni oka kina na kaukauwa e soli ena yavunivakavulewa qo me vakarautaka na lawa me bokoca e dua na valenivolavola se me vakaceguya e dua na vakailesilesi taura tiko se taura vakatawa e dua na itutu.,S01,gemini,Na ivakarau ni wase ni vunau oqo ena sega ni vakaleqa na kaukauwa cava ga e soli mai na vunau oqo se ena ruku ni vunau oqo me vakarautaki kina na kena bokoci ni iqai se na kena vakatani mai na iqai o ira na tamata era taura se qarava tiko e dua na iqai.,,,,,annotator_B
SEG000116,conversational,,fj->en,e ra dau vakavinivo ni vuli na goneyalewa i koronivuli.,girls wear school dress to school.,S01,gemini,The girls at school often complain about school.,,,,,annotator_B
SEG000008,bible,,en->fj,"but unto cain and to his offering he had not respect. and cain was very wroth, and his countenance fell.",sa sega ni taleitaki keni kei na nona i soro. sa cudru sara vakalevu o keni ka sa duatani mai na kena i rairai.,S04,google_translate,"ia sa sega ni taleitaka o Keni kei na nona i madrali. a sa cudru vakalevu ko Keni, ka sa luluvu na matana.",,,,,annotator_B
SEG000419,medical,,fj->en,E rawa ni da dau oca wasoma ka sega ni levu na kaukauwa.,We may feel tired most of the time and have little energy.,S01,gemini,We can often get tired and not have much strength.,,,,,annotator_B
SEG000049,conversational,,en->fj,where do they live?,erau vakaitikotiko i vei?,S04,google_translate,era tiko e vei?,,,,,annotator_B
SEG000181,definition,,fj->en,rua,two,S02,microsoft_translate,two,,,,,annotator_B
SEG000105,conversational,,fj->en,"e tiko tale ga na valelailai/valepo, paipo kei na valenisili e koronivuli.","we also have toilets, taps and bathrooms at school.",S04,google_translate,"there are also toilets/showers, plumbing and showers at school.",,,,,annotator_B
SEG000353,medical,,en->fj,Difficulty performing familiar tasks.,Na dredre ni cakava na itavi e kilai tu vakawasoma.,S03,chatgpt,Naƙo ni saumi me baleti.,,,,,annotator_B
SEG000359,medical,,en->fj,Problems with language.,Na leqa ena vosa.,S02,microsoft_translate,Leqa ena vosa.,,,,,annotator_B
SEG000328,legal,,fj->en,"tabaki vakalawa na isoqosoqo ni tamata cakacaka, kei na isoqosoqo ni tamata dau veivakacakacakataki;","for the purposes of regulating trade unions, or any federation, congress, council or affiliation of trade unions, or any federation, congress, council or affiliation of employers;",S01,gemini,The workers' organizations and the employers' organizations are legally regulated.,,,,,annotator_B
SEG000168,definition,,fj->en,"dau, tu ga",always,S01,gemini,Still there.,,,,,annotator_B
SEG000386,medical,,en->fj,"If you have obesity and COVID-19 symptoms, visit a screening clinic immediately.","Kevaka o tauvi levulevu sivia ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic.",S01,gemini,"Kevaka ko tauvimate ni levulevu kei na vakatakilakila ni COVID-19, qara vakusakusa na valenibula ni veitaratara.",,,,,annotator_B
SEG000336,legal,,fj->en,"levu ni vakailesilesi vakadeitaki se levu ni vakailesilesi e digitaki, e dodonu me veiraurau kei na ivotavota vakailavo e vakadonuya na palimedi.","the total establishment or the total number of staff that are required to be appointed, in accordance with the budget as approved by parliament.",S01,gemini,The number of established officers or the number of appointed officers must be commensurate with the financial allocation approved by Parliament.,,,,,annotator_B
SEG000416,medical,,fj->en,E levu na tamata era dau loma taqaya ni ra sotava na veika vou se veika era sega ni dau kila.,Many people feel anxious when they face new or unknown situations.,S01,gemini,Many people often feel anxious when they encounter new things or things they are not familiar with.,,,,,annotator_B
SEG000427,medical,,fj->en,We may have trouble sleeping and find it hard to get things done.,E rawa ni dredre na moce ka sega ni rawarawa meda qarava na veika eda dodonu me da cakava.,S01,gemini,We may have trouble sleeping and find it hard to get things done.,,,,,annotator_B
SEG000316,legal,,fj->en,"e dua na tamata, se matabose, se tabacakacaka e digitaka e dua na vakailesilesi ni valenivolavola ni lewenivanua (sega ni okati na valenivolavola e virokotori ena wase ) me kua ni digitaka e dua e sega ni lewenivanua e viti, vakavo kevaka sa vakadonuya na paraiminisita. ----------------------- page ----------------------- matabose ni cakacaka vakamatanitu .—() na matabose ni cakacaka vakamatanitu e tauyavutaki ena dikiri ni veiqaravi vakamatanitu , me na tomani tiko ga.",a person or authority exercising power to appoint a person to a public office (other than an office for which chapter makes provision) must not appoint a person who is not a citizen except with the approval of the prime minister. public service commission .—() the public service commission established under the state services decree continues in existence. ----------------------- page -----------------------,S03,chatgpt,"A person, or a board, or a committee may select a representative of a community voting office (excluding voting offices named in the section) to ensure that someone is not selected who is not a citizen of Fiji, provided it is approved by the Prime Minister. ----------------------- page ----------------------- public service board. —() The public service board is established under the Public Service Act and will continue to operate.",,,,,annotator_B
SEG000436,medical,,fj->en,"Ni o tiko e vale, vakaraica vakavinaka nodrau veisau na nomu ivakatakilakila.",Monitor your symptoms closely while you are at home.,S03,chatgpt,"You are staying at home, please check your identification documents carefully.",,,,,annotator_B
SEG000082,conversational,,fj->en,au rawa ni kerea nomu isele?,"may i use your knife, please?",S03,chatgpt,Can you please send your email?,,,,,annotator_B
SEG000060,conversational,,en->fj,is there fish lolo and cassava?,e tiko na ika vakalolo kei na tavioka?,S03,chatgpt,e se tukuna lolo kei sadro?,,,,,annotator_B
SEG000313,legal,,fj->en,"dodonu ni taukeni kei na taqomaki ni qele ni itaukei, rotuma kei na rabi","rights of ownership and protection of itaukei, rotuman and banaban lands",S01,gemini,"right of ownership and the protection of iTaukei land, Rotuma and Rabi",,,,,annotator_B
SEG000065,conversational,,en->fj,cut the tree branches.,musuka na tabanikau.,S01,gemini,Soki na taba vunikau.,,,,,annotator_B
SEG000146,definition,,en->fj,yellow,dromodromo,S04,google_translate,dromodromo,,,,,annotator_B
SEG000197,definition,,fj->en,tau.tau.vata,even,S02,microsoft_translate,number.year.with,,,,,annotator_B
SEG000420,medical,,fj->en,Na itukutuku oqori e rawa ni sauma e vuqa na taro e tiko vei iko.,These resources can answer many questions you may have.,S02,microsoft_translate,That information can answer many of the questions you may have.,,,,,annotator_B
SEG000278,legal,,en->fj,"the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit; ----------------------- page -----------------------","ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;",S01,gemini,"na i vakatagedegede ni veidigidigi ni veivakadeitaki kei na i walewale me muri me baleta na veivakadeitaki, ka dodonu me dua na i walewale ni veidigidigi e dolavi, e matata, ka veisisivi ka yavutaki ena i tagedege ni rawaka;",,,,,annotator_B
SEG000320,legal,,fj->en,na peresitedi ena digitaka na vunivola levu ni palimedi ena ivakasala ni matabose ni valenivolavola ni yavunivakavulewa.,the secretary-general to parliament shall be appointed by the president on the advice of the constitutional offices commission.,S02,microsoft_translate,The President appoints the Chief Clerk of Parliament on the advice of the Council of the Office of the Judiciary.,,,,,annotator_B
SEG000083,conversational,,fj->en,to be when you grow via cakava ni o sa bane mangta hai?,what you would like cakacaka cava o na tum bada hoike konchi,S02,microsoft_translate,To be when you grow up wanting to do what you're supposed to do?,,,,,annotator_B
SEG000121,definition,,en->fj,nd person plural (oni),ni,S04,google_translate,nd tamata vakalevu (oni),,,,,annotator_B
SEG000190,definition,,fj->en,rawa.rawa,easy,S02,microsoft_translate,resource.resource,,,,,annotator_B
SEG000190,definition,,fj->en,rawa.rawa,easy,S01,gemini,Easy.,,,,,annotator_B
SEG000294,legal,,en->fj,ceases to have the right to be registered as a voter in an election to parliament; (iv) is absent from consecutive meetings of parliament; or,vakuwai vua na dodonu ni volayaca ena veidigidigi; (iv) e sega ni tiko ena rua na bose veitaravi ni palimedi; se,S01,gemini,sa yali na nona dodonu me rejisitataki vaka dauveidigitaki ena dua na veidigitaki ni palimedi; (iv) sa sega ni tiko ena soqoni veitaravi ni palimedi; se,,,,,annotator_B
SEG000362,medical,,en->fj,These resources can answer many questions you may have.,Na itukutuku oqori e rawa ni sauma e vuqa na taro e tiko vei iko.,S02,microsoft_translate,Na ivurevure oqo e rawa ni sauma e vuqa na nomu taro.,,,,,annotator_B
SEG000174,definition,,fj->en,"kato, taga, beki",bag,S03,chatgpt,"kato, taga, beki",,,,,annotator_B
SEG000227,idiom,,fj->en,dau gasa yawa,"[Literal Translation:always wanting something that is inaccessible. ] [Meaning:This is often said of an individual who stays away from home, feeling more comfortable elsewhere]",S04,google_translate,distance race,,,,,annotator_B
SEG000295,legal,,en->fj,ceases to have the right to be a registered voter in an election to parliament;,e sega vua na dodonu me volayaca me vakaitavi ena veidigidigi;,S03,chatgpt,e la'ititi i le aia e avea ma se tagata fa'amaonia i se filifiliga i le fa'amasinugatupe;,,,,,annotator_B
SEG000320,legal,,fj->en,na peresitedi ena digitaka na vunivola levu ni palimedi ena ivakasala ni matabose ni valenivolavola ni yavunivakavulewa.,the secretary-general to parliament shall be appointed by the president on the advice of the constitutional offices commission.,S04,google_translate,the president shall appoint the secretary-general of parliament on the advice of the constitutional office council.,,,,,annotator_B
SEG000431,medical,,fj->en,"If you have thoughts of harming yourself, seek professional help immediately.","Kevaka o nanuma mo vakaleqai iko, kerea vakatotolo na veivuke mai vei ira na kenadau.",S04,google_translate,"If you have thoughts of harming yourself, seek professional help immediately.",,,,,annotator_B
SEG000375,medical,,en->fj,Mika is the first case of COVID-19 in this household.,O Mika e imatai ni tauvimate ni COVID-19 ena nona matavuvale.,S03,chatgpt,O Mika e na kosi i ka COVID-19 ena koya.,,,,,annotator_B
SEG000224,idiom,,fj->en,tara-koro,"[Literal Translation:to build/touch village] [Meaning:To gossip together, as an informal group, about people, relatives, news from the villages (koro).]",S02,microsoft_translate,squirrel,,,,,annotator_B
SEG000374,medical,,en->fj,Seek immediate medical treatment.,Qarai vakatotolo na veivuke vakavuniwai.,S03,chatgpt,Taro na veivuke ni dokai.,,,,,annotator_B
