item_id,source_text,ref,domain,direction,sentence_type_fine,source_id,source_doc,cand_A,cand_B,cand_C,cand_D,cand_A__semantic_fidelity_0_4,cand_A__cultural_adequacy_0_4,cand_A__fluency_0_4,cand_A__error_tags,cand_A__notes,cand_B__semantic_fidelity_0_4,cand_B__cultural_adequacy_0_4,cand_B__fluency_0_4,cand_B__error_tags,cand_B__notes,cand_C__semantic_fidelity_0_4,cand_C__cultural_adequacy_0_4,cand_C__fluency_0_4,cand_C__error_tags,cand_C__notes,cand_D__semantic_fidelity_0_4,cand_D__cultural_adequacy_0_4,cand_D__fluency_0_4,cand_D__error_tags,cand_D__notes
149,E levu na tamata era dau loma taqaya ni ra sotava na veika vou se veika era sega ni dau kila.,Many people feel anxious when they face new or unknown situations.,medical,fj->en,information,medical|medical_misc|672118781a1c,ocr_txt_bundle::medical_misc,Many people tend to be overwhelmed when they encounter new things or things they are not familiar with.,Many people are nervous when they encounter new things or things they do not know.,Many people feel nervous when they encounter new things or things they are not familiar with.,Many people often feel anxious when they encounter new things or things they are not familiar with.,,,,,,,,,,,,,,,,,,,,
150,best,vinaka duadua,definition,en->fj,headword,definition|000778,definition.xlsx::Sheet1,vinaka sara,vinaka duadua,kece,vinaka duadua,,,,,,,,,,,,,,,,,,,,
151,"If you are over 60 and have COVID-19 symptoms, seek medical care.","Kevaka o sivia na 60 na yabaki ka vakila na ivakatakilakila ni COVID-19, qarai vakatotolo na veivuke vakavuniwai.",medical,en->fj,symptom,medical|covid_general|81958f3d2a0f,ocr_txt_bundle::covid_general,"Ke o sa yabaki 60 se sivia ka donuya na ivakatakilakila ni COVID-19, qara na veiqaravi vakavuniwai.","Kevaka o sa sivia na 60 na yabaki ka tiko vei iko na ivakatakilakila ni COVID-19, vakasaqara na veiqaravi vakavuniwai.","Kei teitei ō 60 tau, ā, kei te pāngia koe e ngā tohu COVID-19, kimi awhina rongoā.","Ke o sa sivia na 60 ka tiko vei iko na ivakatakilakila ni COVID-19, vaqara veiqaravi vakavuniwai.",,,,,,,,,,,,,,,,,,,,
152,"notwithstanding anything contained in this constitution, the limitation of liability for prescribed political events decree shall, in its entirety, continue in existence and shall not be reviewed, amended, altered, repealed or revoked by parliament. further immunity","veitalia na veika e vakarautaki ena yavunivakavulewa qo, na dikiri ni yalani ni veika e lavaki me qaravi kina na veika vakapolitiki , ena vakabau taucoko ka na tomani tiko ga, ka na sega ni rawa ni raicalesu, veisautaka, vukica, vakadaroya se bokoca na palimedi. veivagalalataki tale e so",legal,en->fj,obligation,constitution|155(2),constitution - eng.txt,"Veitalia e dua na ka e tiko ena Yavu ni Vakavulewa oqo, na yalani ni itavi me baleta na veika vakapolitiki sa virikotori tu e dodonu me na tomani tikoga ka na sega ni railesuvi, veisautaki, veisautaki, bokoci se bokoci mai na palimedi. ikuri ni veitaqomaki","io 'na ga na veika e okati kina na konititusi oqo, na ngalala ni ijustis e veisautaki me baleta na iotioti ni veika e taura tiko, ena tauyavu mai na vula taucoko, ka na sega ni vakadewataki, veisau, veitalanoa, taro se davo tiko mai na parament. na iwalewale ni veivakacegui tu qai galu.","Se mani cava ga e tukuni ena yavu ni lawa oqo, na i vakaro ni vakalailaitaki ni itavi ena vuku ni veika vakapolitiki e sa lesi oti, ena tomani tiko ga na kena i tutu vakatulewa taucoko ka ena sega ni raici tale, vakadodonutaki, veisautaki, bokoci se kauta laivi mai na palimedi. Ena tiko tale ga na galala ni veivakatotogi.","veitalia e dua na ka e tiko ena lawatu oqo, na lawa ni vakaiyalayala ni itavi me baleta na veika vakapolitiki e virikotori ena, ena kena taucoko, tomani tikoga ka na sega ni dikevi tale, veisautaki, veisautaki, bokoci se bokoci mai na palimedi. itataqomaki tale",,,,,,,,,,,,,,,,,,,,
153,"Anyone can get dementia, but the chance increases with age.","E rawa ni dua ga e tauvi dementia, ia e tubu na kena loloma ni sa qase na tamata.",medical,en->fj,information,medical|dementia_support|22aff4534fb5,ocr_txt_bundle::dementia_support,"O cei ga e rawa ni tauvi dementia, ia e levu cake na kena rawa ni sa qase cake mai na tamata.","E rawa ni tauvi koya e dua ga na mate ni vakasama, ia e tubu na kena rawa ni yaco na yabaki ni bula.","E sega ni dua e rawa ni taura na dementia, ia e drau na gauna e vreti na ka.","E rawa ni tauvi dementia e dua ga, ia na kena madigi e tubu cake ni sa qase.",,,,,,,,,,,,,,,,,,,,
154,"na tiko ena gauna ni veilewai, vakavo—","to be present when being tried, unless—",legal,fj->en,legal_clause,constitution|8(2)(h),constitution - itaukei.txt,"attendance at the hearing, except—","attendance at the trial, unless—","at the time of judgment, however—","Being present during the judgment, except—",,,,,,,,,,,,,,,,,,,,
155,right to social security schemes,dodonu ni tamata yadua me vakarautaki vua na veivuke raraba,legal,en->fj,right,constitution|37,constitution - eng.txt,dodonu ki na veivuke ni bulia ni bulavati,dodonu ki na veiqaravi ni veitaqomaki vakailavo .,Dodonu ki na ituvatuva ni veitaqomaki ni bula raraba,Dodonu ni ituvatuva ni veitaqomaki vakaitikotiko,,,,,,,,,,,,,,,,,,,,
156,"in this section— “debt charges” means interest, sinking fund charges, amounts due in respect of repayment or amortisation of debt, and other expenditure incurred in connection with the raising of loans on the security of the revenue of the state or the consolidated fund; “eligible service” means service in a public office but does not include service in a naval, military or air force; and “pension benefits” means pensions, compensation, gratuities or other like payments payable to persons in respect of their eligible service or to their spouses, dependents, or personal representatives in respect of that service. ----------------------- page ----------------------- code of conduct","ena tikina qo— “dinau lavaki” kena ibalebale na, tubu, na sausaumi ena tobu e tauyavutaka na matanitu ena inaki ni vakalailaitaki ni saumi ni dinau se na kena saumi na dinau e se bera ni saumi kei na kena voli na iyau maroroi vua na matanitu, na levu ni ilavo dinautaki me saumi lesu kei na so tale na ilavo e vakayagataki ena vakatuburi ni ilavo kerei ena kena maroroi na ilavo ni matanitu se ena tobu ni umailavo cokovata ni matanitu; “veiqaravi e ganita” kena ibalebale na veiqaravi raraba ena valenivolavola ni lewenivanua, sega ni okati kina na veiqaravi ena mataivalu e wai, mataivalu e vanua kei na mataivalu e macawa; kei na “idole ni peniseni” kena ibalebale na ilavo ni vakacegu, ivakayaga, ilavo saumi taumada se so tale na sausaumi e soli vua e dua ena nona veiqaravi se vei ira na watidra, luvedra, se dua ga e matataki koya mai. ----------------------- page ----------------------- ivakarau ni cakacaka",legal,en->fj,definition,constitution|146(2),constitution - eng.txt,"ena iwasewase oqo— ""sausaumi ni dinau"" e kena ibalebale na tubu, isau ni sinking fund, levu ni ilavo e dodonu me baleta na kena saumi lesu se vakalailaitaki na dinau, kei na vakayagataki ilavo tale eso e vakayacori ena vuku ni kena kumuni na dinau ena taqomaki ni ilavo ni matanitu se na ilavo cokovata ; ""veiqaravi vakadonui"" e kena ibalebale na veiqaravi ena dua na valenivolavola vakamatanitu ia e sega ni okati kina na veiqaravi ena mataivalu e wai, mataivalu se waqavuka; kei na ""pension benefits"" e kena ibalebale na peniseni, saumi, gratuities se so tale na sausaumi tautauvata e saumi vei ira na tamata me baleta na nodra veiqaravi dodonu se vei ira na watidra, vakararavi, se mata ni tamata yadua me baleta na veiqaravi oya. ----------------------- tabana ----------------------- code of conduct","ena wase oqo— “ivakacavacava ni dinau” e kena ibalebale na tubu, ivakacavacava ni ilavo ni sinking, na ilavo e dodonu me saumi lesu se vakalailaitaki na dinau, kei na so tale na ilavo e vakayagataki ena kena vakatuburi na dinau ena kena taqomaki na ilavo ni matanitu se na ilavo ni ilavo cokovata; “veiqaravi e ganita” e kena ibalebale na veiqaravi ena dua na valenivolavola ni matanitu ia e sega ni okati kina na veiqaravi ena dua na mataivalu e wai, mataivalu se mataivalu ni waqavuka; kei na “veivuke ni peniseni” e kena ibalebale na peniseni, veivakadodonutaki, veivakalougatataki se so tale na sausaumi vakaoqo e saumi vei ira na tamata ena vuku ni nodra veiqaravi e ganita se vei ira na watidra, o ira era vakararavi vei ira, se mata vakatamata ena vuku ni veiqaravi oya. lawa ni ivalavala","Ena wase qo—
“sausauni dinau” kena ibalebale na tubu, na sausauni ivurevure ni vakataotaka, na iwiliwili e dodonu me saumi me baleta na saumi lesu se na vakalailaitaki ni dinau, kei na so tale na ivakarau ni dinau e yaco ena veivakatorocaketaki ni dinau e vakadeitaki ena lavo e rawati mai na matanitu se na ituvatuva ni lavo e cokovata;
“itavi veiganiti” kena ibalebale na cakacaka ena cakacaka ni matanitu ia e sega ni okati kina na cakacaka ena mataivalu ni wai, qele, se vakalelewa;
ka “ivurevure ni penisoni” kena ibalebale na penisoni, na saumi ni ka e vakaleqai, na i-solisoli se so tale na iwalewale ni saumi e saumi vei ira na tamata me baleta nodra itavi veiganiti se vei ira nodra daulomani, o ira era vakararavi kina, se nodra daunivunau me baleta na cakacaka o ya.
ivakarau ni itovo","i na vosa oqo— “takaidua ni meca” e tiko kina na nodra sigatoka, na faki ni boko, na i lavo e gadrevi me baleta na voli se na veivakanoi ni meca, kei na i lavo vou e vagalailai me baleta na kena taura na i lavo ena veidigidigi ni veivakabulai ni vutuniyau ni matanitu se na kena lolomi vakavanua; “sevi drau” e anlamu na veika e  cakava ena dua na vanua ni mataveilewai ia e seneqa na veika toka e cakava ena vei turaga ni vuka, meke se air force; ka “vakabulai ni peni” e tiko kina na nodra peni, na veivakacavacava, na veivakasaqa se na i lavo kece e sagai me rawati ena nodra sevi drau se vei ira na nodra watidra, na kena veimatanitu, se na nodra i vakailesoni ina veika e baleta na sevi drau oya. ----------------------- ituvaki ----------------------- ivakarau ni itovo",,,,,,,,,,,,,,,,,,,,
157,"and he builded an altar there, and called upon the name of the lord, and pitched his tent there: and there isaac's servants digged a well.",sa tara mai kea e dua nai cabocabo ni soro ka kaciva mai kea na yaca i jiova. sa tara talega e kea na nona valelaca; era sa kelia mai kea e dua na mata ni wai na dauveiqaravi nei aisake.,bible,en->fj,statement,bible|genesis|026|025,bible_genesis_verse__en2fj.csv,"A sa tara kina e dua na icabocabo ni soro, ka masuta na yaca i Jiova, ka birika kina na nona vale laca: era sa kelia mai kea na tobu ko ira na tamata i Aisake.","e na koya e dua na altar e ra, e qoqo na yaca i Jiova, e tiko e ra: e ra na tamata i Iisake era vakarauti e dua na wai.","ka a viria maikea e dua nai cabocabo ni soro, ka a kaciva na yaca i Jiova, ka a viria na nona vale laca maikea: ka maikea na nona tamata i Aisake era a kelia e dua na tobu.","a sa cakava maikea e dua nai cabocabo-ni-soro, ka masuta na yaca ni turaga, ka birika kina na nona vale laca: a ra sa kelia maikea e dua nai keli-wai ko ira na tamata i Aisake.",,,,,,,,,,,,,,,,,,,,
158,"every person has the right to executive or administrative action that is lawful, rational, proportionate, procedurally fair, and reasonably prompt;","na tamata taucoko e tu vei ira na dodonu mera qaravi vinaka vakalawa, me qaravi vakadodonu, vakatautauvata, ka me vakamuri vakavinaka na kena ivakarau, kei na kena lewai ena gauna totolo na vakatulewa mai vei ira na vakailesilesi ni matanitu kei na nodra vakatulewa na veiqaravi raraba vakalawa;",legal,en->fj,right,constitution|8(12)(a),constitution - eng.txt,"E dodonu vua na tamata yadua me taukena na cakacaka vakalesilesi se ni veiqaravi ni matanitu, ka dodonu me vakaivunau, ka vakasama matata, ka veidonui, ka dodonu na kena i vakarau, ka vakatotolo vakadodonu.","na tamata yadua e tu vua na dodonu me vakayacora e dua na ka vakalawa, vakasamataki, veiganiti, dodonu ena kena iwalewale, ka totolo sara;","na tamata yadua e tiko na dodonu ki na cakacaka vakaveiliutaki se veiliutaki e vakalawa, vakaibalebale, veiganiti, dodonu vakacakacaka, ka vakatotolo;","na tamata kece e tauya na dodonu me raica na i vakatutu ko ni i vakatulewa se i vakatokaluvaki e tautauvata, i tawa, i se dikeva, i veisau se i sikovi vakacakacaka, ka sa tu vakavinaka;",,,,,,,,,,,,,,,,,,,,
159,vakadonui ni kena vakayagataki na umailavo cokovata ni matanitu ena so tale na inaki,standing appropriation of consolidated fund for other purposes,legal,fj->en,legal_clause,constitution|148,constitution - itaukei.txt,The use of the national budget for various purposes has been announced.,authorizing the use of the federal consolidated fund for other purposes,approval of use of federal consolidated funds for other purposes,Approval for the use of the government's unified email system for other purposes.,,,,,,,,,,,,,,,,,,,,
160,tabua,whaleæs tooth,definition,fj->en,headword,definition|000603,definition.xlsx::Sheet1,Taboo,Whale's tooth,taboo,tablet,,,,,,,,,,,,,,,,,,,,
161,right to personal liberty,dodonu ni galala ni tamata,legal,en->fj,right,constitution|9,constitution - eng.txt,dodonu ki na galala ni tamata yadua,dodonu ni galala vakatamata,Dodonu ni galala vakai-taki-koya,nai ni veivakatekita ni tuitui ni bula,,,,,,,,,,,,,,,,,,,,
162,Private doctors approved by the Ministry can also provide medical certificates for self-isolation.,Na vuniwai taucoko era sa vakadonuya na matanitu e rawa tale ga ni solia na ivola ni tiko vakatikitiki e vale.,medical,en->fj,treatment,medical|medical_misc|1a19128e35a7,ocr_txt_bundle::medical_misc,E rawa talega vei ira na vuniwai vakaitaukei ka vakadonuya na Tabacakacaka me ra vakarautaka na ivola ni veiqaravi vakavuniwai me baleta na veivakaduiduitaki vakataki ira.,O ira na vuniwai vakaitaukei e vakadonuya na Minisitiri e rawa talega ni ra solia na sitivikiti vakavuniwai me baleta na tiko vakatikitiki.,E pimi naitaki e raica mai na Minisita era rawa ni solia na ivola ni veika e dodonu me vaka na veika era tuva.,Vuniwai vakaitaukei era vakadonui mai na Minisitiri e rawa talega ni ra solia na satifiketi ni vuniwai me baleta na tarovi koya vakataki koya.,,,,,,,,,,,,,,,,,,,,
163,vinaka vakalevu na lagasere.,thanks for the singing.,conversational,fj->en,statement,conversational|years_9_10|00118,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,Thank you for singing.,very good singing.,Thank you very much for the singing.,Thank you very much for the song.,,,,,,,,,,,,,,,,,,,,
164,"provides for the extradition, on the order of the high court, of a person from fiji;","vakasavi e dua na tamata e viti, ena vakatulewa ni mataveilewai e cake;",legal,en->fj,legal_clause,constitution|8(6)(c),constitution - eng.txt,"e rawa ni kauti, ena ivakaro ni koro levu, e dua na tamata mai Fiji;","e vakarautaka na extradition, ena lewa ni Mataveilewai e Cake, e dua mai Viti;","e tuvana na vakalesu mai ni dua na tamata mai Viti, ena vakatulewa ni Mataveilewai Cokonaki;","e vakarautaka na nona vakasukai, ena lewa ni mataveilewai e cake, e dua na tamata mai viti;",,,,,,,,,,,,,,,,,,,,
165,ceases to have the right to be registered as a voter in an election to parliament; (iv) is absent from consecutive meetings of parliament; or,vakuwai vua na dodonu ni volayaca ena veidigidigi; (iv) e sega ni tiko ena rua na bose veitaravi ni palimedi; se,legal,en->fj,right,constitution|70(7)(i)(iii),constitution - eng.txt,sa yali na nona dodonu me rejisitataki vaka dauveidigitaki ena dua na veidigitaki ni palimedi; (iv) sa sega ni tiko ena soqoni veitaravi ni palimedi; se,sega ni tiko vua na dodonu me rejisita me dua na daudigidigi ena dua na veidigidigi ki na palimedi; (iv) e sega ni tiko ena bose veitarataravi ni palimedi; se,e na sega ni tu ga e dua na lawa me taura na ivola ni vota ena sega ni bulabula ki na parliamentu; (iv) e lewa ni gaga mai na veivosaki e taucoko ena parliamentu; se,sa mudu na nona dodonu me rejisita me dua na dau veidigidigi ena dua na veidigidigi ki na palimedi; (iv) e sega ni tiko ena bose veitaravi ni palimedi; se,,,,,,,,,,,,,,,,,,,,
166,right to reasonable access to transportation,dodonu ni tamata yadua me vakayagataka na veimataqali sala ni veitosoyaki,legal,en->fj,right,constitution|34,constitution - eng.txt,Na dodonu me rawa ni yacovi e veiganiti na vakatasoso.,dodonu me rawati vakavinaka na veivakau,dodomo ki na veitarogi vinaka ki na transport,Dodonu ni curu vakamatau ki na veilakoyaki,,,,,,,,,,,,,,,,,,,,
167,"e dua na tamata, se matabose, se tabacakacaka e digitaka e dua na vakailesilesi ni valenivolavola ni lewenivanua (sega ni okati na valenivolavola e virokotori ena wase ) me kua ni digitaka e dua e sega ni lewenivanua e viti, vakavo kevaka sa vakadonuya na paraiminisita. ----------------------- page ----------------------- matabose ni cakacaka vakamatanitu .—() na matabose ni cakacaka vakamatanitu e tauyavutaki ena dikiri ni veiqaravi vakamatanitu , me na tomani tiko ga.",a person or authority exercising power to appoint a person to a public office (other than an office for which chapter makes provision) must not appoint a person who is not a citizen except with the approval of the prime minister. public service commission .—() the public service commission established under the state services decree continues in existence. ----------------------- page -----------------------,legal,fj->en,legal_clause,constitution|124,constitution - itaukei.txt,"a person, or council, or department appointed by an officer of a public office (excluding the office provided for in section) shall not appoint a non-citizen of Fiji, unless approved by the prime minister. page ------------------------ civil service council .—() the civil service council established by the degree of civil service shall continue.","A person, or a board, or a committee may select a representative of a community voting office (excluding voting offices named in the section) to ensure that someone is not selected who is not a citizen of Fiji, provided it is approved by the Prime Minister. ----------------------- page ----------------------- public service board. —() The public service board is established under the Public Service Act and will continue to operate.","A person, board, or department that appoints an officer of the Citizenship Office (not including an office located in a division) must not appoint someone who is not a citizen of Fiji, unless the Prime Minister approves. ----------------------- page ----------------------- Public Service Commission. —() The Public Service Commission established by the Public Service Decree shall continue.","A person, council, or department that appoints an officer of a public office (excluding an office set out in this section) shall not appoint a non-citizen of Fiji, unless the Prime Minister approves it. ----------------------- Page ----------------------- Public Service Board.—() The Public Service Board established under the Civil Service Board, shall continue.",,,,,,,,,,,,,,,,,,,,
168,right to adequate food and water,dodonu ni vakarautaki vakamatau ni kakana kei na wainigunu,legal,en->fj,right,constitution|36,constitution - eng.txt,Dodonu ni rawata na kakana rauta kei na wai,bula totoka ki na kaka ni draki kei na wai,dodonu me rauta na kakana kei na wai .,dodonu ki na kakana kei na wai e veirauti,,,,,,,,,,,,,,,,,,,,
169,his teacher’s name is mr john.,na yacai nona qasenivuli o mr john.,conversational,en->fj,greeting,conversational|years_9_10|00028,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,Nona qasenivuli na yacana o Mr. John.,Na yaca ni nona qasenivuli o Mr John.,na yaca ni nona qasenivuli o mr john.,na nona o koya o mr john.,,,,,,,,,,,,,,,,,,,,
170,"o ira kece sa curu ki waqa, na ka tagane kei na ka yalewa “era sa curu ki waqa me vaka sa vakarota vei noa na kalou; o jiova sa sogolati noa talega e loma.","and they that went in, went in male and female of all flesh, as god had commanded him: and the lord shut him in.",bible,fj->en,statement,bible|genesis|007|016,bible_genesis_verse__fj2en.csv,"all those who entered the ark, both male and female, “went in, just as God had commanded Noah, and Jehovah shut him in.","All who entered the ark, male and female, they entered the ark as God had commanded Noah; Jehovah also shut him in.","And as many as entered into the ship, both male and female, ""they did enter into the ark as God had commanded Noah; Jehovah also shut Noah in.","The anger of the men and women ""has come forth as commanded by the gods; the devil has infiltrated as well.""",,,,,,,,,,,,,,,,,,,,
171,honorific prefix (woman),adi,definition,en->fj,example,definition|000003,definition.xlsx::Sheet1,itekivu dokai (yalewa),ivakamacala vakaturaga (yalewa),Adi,gagana mataka (fameri),,,,,,,,,,,,,,,,,,,,
172,yaka,"n. forest tree to meters, dacrydium nidulum, podocarpaceae, a gymnosperm, branching only at",dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0008688,Fijian-English_Dictionary.txt,built,Ginger,bowl,yaka,,,,,,,,,,,,,,,,,,,,
173,she is my father’s mother.,e tinai tamaqu o koya.,conversational,en->fj,statement,conversational|years_9_10|00040,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,o ia o mums dad.,o koya na tinai tamaqu.,o koya na tinai tamaqu.,O koya na tinai tamaqu.,,,,,,,,,,,,,,,,,,,,
174,"and joseph said unto his brethren, i am joseph; doth my father yet live? and his brethren could not answer him; for they were troubled at his presence.","sa tukuna o joseva vei ira na tacina, ""o au o joseva, e se bula tiko o tamaqu? "" era sa sega ni sauma rawa na tacina, ni ra sa kidacala e matana.",bible,en->fj,statement,bible|genesis|045|003,bible_genesis_verse__en2fj.csv,"A sa kaya ko Josefa vei iratou na tuakana, Oi au ko Josefa; sa bula tiko beka ga ko tamaqu? A ra sega ni sauma rawa vua na tuakana; ni ra sa domobula ena nona rairai.","ka'u nei o Jozef ki na tickakai, e au o Jozef; e se mai na noqu matua? ka sa le mafai na tickakai e folafola mai ki a ia; no ni sa faigata i latou i tana tona.","a sa kaya ko Josefa vei iratou na tuakana, Koi au ko Josefa; sa bula tiko li ko tamaqu? a sa sega ni sauma rawa vua na tuakana; ni ra sa taqaya e na matana.","A sa kaya ko Josefa vei iratou na tuakana, Koi au ko Josefa; Se bula tiko li o Tamaqu? ka ratou sa sega ni sauma rawa na nona itokani; ni ra sa lomaleqataka na nona iserau.",,,,,,,,,,,,,,,,,,,,
175,Drink plenty of fluids.,Gunuva na wai me levu ena veisiga.,medical,en->fj,information,medical|medical_misc|dc919b36250d,ocr_txt_bundle::medical_misc,Gunu vakalevu na wai.,Gunu wai vakalevu.,Mimi ni raba vakalevu na wai.,Gunu vakalevu na wai.,,,,,,,,,,,,,,,,,,,,
176,"sa mate o joseva ni sa yabaki dua na drau ka tini; era vakasuluma na yagona, ka, biuti koya tiko ena dua na kato ni mate mai ijipita. for other languages please go to www. wordproject. org","so joseph died, being an hundred and ten years old: and they embalmed him, and he was put in a coffin in egypt. for other languages please go to www. wordproject. org",bible,fj->en,statement,bible|genesis|050|026,bible_genesis_verse__fj2en.csv,"and Joseph died, being an hundred and ten years old; and they embalmed him, and laid him in a coffin in Egypt. for other languages ​​please go to www. wordproject. org","Joseph died when he was one hundred and ten years old; they embalmed his body, and placed him in a coffin in Egypt. for other languages please go to www. wordproject. org",The death of Joseph happened at the age of one hundred and ten; they embalmed his body and placed him in a coffin in Egypt.,"Joseph died at the age of one hundred and ten; They clothed his body, and, placing him in an Egyptian coffin. for other languages please go to www. wordproject. Org",,,,,,,,,,,,,,,,,,,,
177,"ena gauna e vakatulewataki kina e dua na lawa raraba, na mataveilewai e dodonu me vakayagataka se, kevaka e gadrevi, me bulia na lawa raraba ena ivakarau e doka na dodonu kei na galala me vaka e virikotori ena wase qo.","when deciding any matter according to common law, a court must apply and, where necessary, develop common law in a manner that respects the rights and freedoms recognised in this chapter.",legal,fj->en,right,constitution|1(4),constitution - itaukei.txt,"When a general law is being adjudicated, the court must apply or, if necessary, formulate the general law in a manner that respects the rights and freedoms as enshrined in this chapter.","when determining a general rule, the courts shall apply or, if necessary, shape the general rule in a manner that respects the rights and freedoms as set forth in this article.","At a certain time, a general law is to be determined, and the court must use, if necessary, to establish the general law in a manner that respects rights and freedoms as described in this section.","When enacting a common law, the court shall adopt or, if necessary, make the common law in a manner that respects the rights and freedoms set forth in this section.",,,,,,,,,,,,,,,,,,,,
178,"and so commanded he the second, and the third, and all that followed the droves, saying, on this manner shall ye speak unto esau, when ye find him.","sa vakarota talega nai karua ni lawalawa kei nai katolu ka vaka: ""me vaka talega oqori na veika mo ni tukuna vei iso ni kemuni sa kunei koya;",bible,en->fj,statement,bible|genesis|032|019,bible_genesis_verse__en2fj.csv,"Ka qai vakarota ko koya ki na kena ikarua, kei na ikatolu, kei ira kece era muri tiko mai na qele, ka kaya, Ena sala oqo dou na vosa kina vei Iso, ni dou sa kunea.","a sa vakarota vakakina vua nai karua, kei nai katolu, kei ira kecega era sa muria na qele ni sipi, ka kaya, Mo ni vosa vakaoqo vei esau, ni dou sa kunei koya.","ka e vakaotia na i vakavuvuli ni katoro, ka na ikeli, ka na veika me rawata na droves, ni tukuna, ena nomu i ke naka e vakabauti Jiova na vatu ni esau, ni o veivakabauti veiba, ni o qarauna na esau.","A sa vakaroti ira na ikarua, kei na ikatolu, kei ira kece era sa muri ira na qele ni manumanu, ka kaya, Mo ni vosa vakaoqo vei Iso, ni ko ni sa kunei koya.",,,,,,,,,,,,,,,,,,,,
179,Dementia e vakamacalataka na ivakatakilakila ena veisau e yaco ena ivakarau ni cakacaka ni mona.,Dementia describes symptoms caused by changes in how the brain works.,medical,fj->en,symptom,medical|dementia_support|d53bfa7b80f9,ocr_txt_bundle::dementia_support,Dementia describes the symptoms of changes that occur in brain function.,Dementia describes symptoms as changes that occur in the way the brain works.,Dementia defines symptoms by changes that occur in the way the brain functions.,Dementia is characterized by changes that occur in the functioning of the brain.,,,,,,,,,,,,,,,,,,,,
180,"tabaki vakalawa na isoqosoqo ni tamata cakacaka, kei na isoqosoqo ni tamata dau veivakacakacakataki;","for the purposes of regulating trade unions, or any federation, congress, council or affiliation of trade unions, or any federation, congress, council or affiliation of employers;",legal,fj->en,legal_clause,constitution|8(5)(d),constitution - itaukei.txt,"suspend the employment of the labor organization, and the organization of development workers;",The workers' organizations and the employers' organizations are legally regulated.,"legally published trade unions, and employers' associations;","the legalization of workers' unions, and employers' unions;",,,,,,,,,,,,,,,,,,,,
181,"Kevaka e soli na veivuke donu, era rawa ni sa bula vinaka tale o ira era lako curuma na lomabibi.","With the right help, people who experience depression can get better.",medical,fj->en,instruction,medical|depression|4be55e0d5847,ocr_txt_bundle::depression,"If the right help is provided, those who experience depression can recover.","If assistance is given directly, those who enter the womb can live well again.","With the right help, those going through depression can recover.","If the right help is given, those who suffer from depression can recover from depression.",,,,,,,,,,,,,,,,,,,,
182,"vakavo ke yalani ena tikina qo, na dabe ni palimedi ena vakayacori ga ena gauna kei na vanua e sa lewa na palimedi ena lewa kei na ivakaro e dodonu me salamuria. iwiliwili vakabau .—() ena sega ni rawa ni tekivu se tomani e dua na dabe ni palimedi, vakavo ke sa tiko e dua na ikatolu ni lewenibose.","subject to this section, the sittings of parliament are held at such times and places as parliament determines in accordance with its rules and orders. quorum .—() a sitting of parliament may not begin, or continue, unless at least one- third of the members of parliament are present.",legal,fj->en,right,constitution|65(6),constitution - itaukei.txt,"unless otherwise provided in this article, the sittings of Parliament shall be held only at the time and place determined by Parliament with the rules and regulations to be followed. valid number .—() no sitting of parliament may commence or continue, unless one-third of the members are present.","Unless provided for in this section, a sitting of Parliament shall be held only at such time and place as Parliament may determine, subject to such rules and orders as it may make. Quorum. —() A sitting of Parliament shall not begin or continue unless at least one third of all the members are present.","If a meeting is held in this area, the decision of the committee must be conducted in accordance with the time and place determined by the committee based on the necessary requirements. The number of members. —() it cannot begin or proceed with a committee meeting if there is a third of the members present.","Except as otherwise limited in this Part, the sitting of Parliament shall be held at such time and place as the Prime Minister may deem necessary by such authority and order as may be prescribed. Proportional Number.—() A parliamentary sitting may not be commenced or continued unless there is a third member of the council.",,,,,,,,,,,,,,,,,,,,
183,"me kua na lomatarotaro, o ira na lewena na matabose ni valenivolavola ni ni sa oti na isevu ni dabe ni imatai ni palimedi ena yavunivakavulewa qo, kei na matabose ni valenivolavola ni yavunivakavulewa e sega ni dodonu mera bose me yacova ni sa vakayacori oti na isevu ni dabe ni imatai ni palimedi ena yavunivakavulewa qo.","for the avoidance of doubt, the members of the constitutional offices commission referred to in section ()(d) and (e) shall only be appointed after the first sitting of the first parliament elected under this constitution, and the constitution offices commission shall not hold any meeting until after the first sitting of the first parliament elected under this constitution.",legal,fj->en,right,constitution|164(4),constitution - itaukei.txt,"I have the opinion that the members of the committee for the venues of this first parliamentary sitting should not meet until after the conclusion of the session for this first parliamentary sitting in that venue, and the committee for the venue of that parliamentary sitting should not convene until after the conclusion of the session for this first parliamentary sitting in that venue.","So there is no doubt, the members of the Constitutional Offices Commission following the first sitting of the first parliament under this constitution, and the Constitutional Offices Commission under this constitution, are not allowed to meet until after the first sitting of the first parliament under this constitution has taken place.","for the avoidance of doubt, the members of the council of the first parliament of this constitution, and the council of the constitutional office shall not meet until the first session of the first parliament of this constitution has been completed.","For the avoidance of doubt, members of the Council of the First Prime Minister after the first sitting of these values, and the Council of the Values Office should not meet until after the first sitting of the First Prime Minister in these values.",,,,,,,,,,,,,,,,,,,,
